AccessionID,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release,Molecule_type
FJ264960.1,Influenza A virus (A/Denmark/23/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264961.1,Influenza A virus (A/Denmark/30/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264962.1,Influenza A virus (A/Denmark/33/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264963.1,Influenza A virus (A/Denmark/34/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264964.1,Influenza A virus (A/Denmark/36/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264965.1,Influenza A virus (A/Denmark/16/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264966.1,Influenza A virus (A/Denmark/17/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264967.1,Influenza A virus (A/Denmark/18/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264968.1,Influenza A virus (A/Denmark/27/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264969.1,Influenza A virus (A/Denmark/38/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264970.1,Influenza A virus (A/Denmark/43/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264971.1,Influenza A virus (A/Denmark/37/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264973.1,Influenza A virus (A/Denmark/02/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264974.1,Influenza A virus (A/Denmark/07/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264975.1,Influenza A virus (A/Denmark/06/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264976.1,Influenza A virus (A/Denmark/05/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264977.1,Influenza A virus (A/Denmark/04/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264978.1,Influenza A virus (A/Denmark/151/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264980.1,Influenza A virus (A/Denmark/52/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",2008,9/1/2009,ssRNA(-)
FJ264981.1,Influenza A virus (A/Denmark/122/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1372,partial,Denmark,Denmark,Homo sapiens,,"Bragstad,K., Astrup,B.S., Jensen,T.G., Nielsen,L.P.",13/2/2008,9/1/2009,ssRNA(-)
FJ654335.1,Influenza A virus (A/Austria/404811/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,Austria,Austria,Homo sapiens,,"Gregory,V., Popow-Kraupp,T.",21/1/2008,31/1/2009,ssRNA(-)
AB465320.1,Influenza A virus (A/Yokohama/22/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1411,partial,"Japan: Kanagawa, Yokohama",Japan,Homo sapiens,,"Kawakami,C., Obuchi,M., Saikusa,M., Noguchi,Y., Ujike,M., Odagiri,T., Iwata,M., Toyozawa,T., Tashiro,M.",28/1/2008,6/2/2009,ssRNA(-)
AB465321.1,Influenza A virus (A/Yokohama/34/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,"Japan: Kanagawa, Yokohama",Japan,Homo sapiens,,"Kawakami,C., Obuchi,M., Saikusa,M., Noguchi,Y., Ujike,M., Odagiri,T., Iwata,M., Toyozawa,T., Tashiro,M.",28/1/2008,6/2/2009,ssRNA(-)
AB465322.1,Influenza A virus (A/Yokohama/35/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1411,partial,"Japan: Kanagawa, Yokohama",Japan,Homo sapiens,,"Kawakami,C., Obuchi,M., Saikusa,M., Noguchi,Y., Ujike,M., Odagiri,T., Iwata,M., Toyozawa,T., Tashiro,M.",28/1/2008,6/2/2009,ssRNA(-)
AB465323.1,Influenza A virus (A/Yokohama/30/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,"Japan: Kanagawa, Yokohama",Japan,Homo sapiens,,"Kawakami,C., Obuchi,M., Saikusa,M., Noguchi,Y., Ujike,M., Odagiri,T., Iwata,M., Toyozawa,T., Tashiro,M.",28/1/2008,6/2/2009,ssRNA(-)
AB465324.1,Influenza A virus (A/Yokohama/31/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1384,partial,"Japan: Kanagawa, Yokohama",Japan,Homo sapiens,,"Kawakami,C., Obuchi,M., Saikusa,M., Noguchi,Y., Ujike,M., Odagiri,T., Iwata,M., Toyozawa,T., Tashiro,M.",28/1/2008,6/2/2009,ssRNA(-)
AB465325.1,Influenza A virus (A/Yokohama/77/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,"Japan: Kanagawa, Yokohama",Japan,Homo sapiens,,"Kawakami,C., Obuchi,M., Saikusa,M., Noguchi,Y., Ujike,M., Odagiri,T., Iwata,M., Toyozawa,T., Tashiro,M.",26/2/2008,6/2/2009,ssRNA(-)
AB465326.1,Influenza A virus (A/Yokohama/78/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,"Japan: Kanagawa, Yokohama",Japan,Homo sapiens,,"Kawakami,C., Obuchi,M., Saikusa,M., Noguchi,Y., Ujike,M., Odagiri,T., Iwata,M., Toyozawa,T., Tashiro,M.",28/2/2008,6/2/2009,ssRNA(-)
AB465327.1,Influenza A virus (A/Yokohama/79/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1410,partial,"Japan: Kanagawa, Yokohama",Japan,Homo sapiens,,"Kawakami,C., Obuchi,M., Saikusa,M., Noguchi,Y., Ujike,M., Odagiri,T., Iwata,M., Toyozawa,T., Tashiro,M.",28/2/2008,6/2/2009,ssRNA(-)
FJ686950.1,Influenza A virus (A/Arizona/13/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Arizona state,USA,Homo sapiens,,"Garten,R.",16/11/2008,8/2/2009,ssRNA(-)
FJ686952.1,Influenza A virus (A/Hawaii/46/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Hawaii state,USA,Homo sapiens,,"Garten,R.",10/11/2008,8/2/2009,ssRNA(-)
FJ686953.1,Influenza A virus (A/North Carolina/06/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: North Carolina state,USA,Homo sapiens,,"Garten,R.",9/1/2008,8/2/2009,ssRNA(-)
FJ686955.1,Influenza A virus (A/Wisconsin/17/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Wisconsin state,USA,Homo sapiens,,"Garten,R.",5/12/2008,8/2/2009,ssRNA(-)
FJ686956.1,Influenza A virus (A/Hawaii/21/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Hawaii state,USA,Homo sapiens,,"Garten,R.",25/10/2008,8/2/2009,ssRNA(-)
FJ686957.1,Influenza A virus (A/Nebraska/07/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Nebraska state,USA,Homo sapiens,,"Garten,R.",4/12/2008,8/2/2009,ssRNA(-)
FJ686960.1,Influenza A virus (A/Texas/23/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Texas state,USA,Homo sapiens,,"Garten,R.",20/11/2008,8/2/2009,ssRNA(-)
FJ686961.1,Influenza A virus (A/Virginia/03/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Virginia state,USA,Homo sapiens,,"Garten,R.",10/12/2008,8/2/2009,ssRNA(-)
FJ686963.1,Influenza A virus (A/Washington/10/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Washington state,USA,Homo sapiens,,"Garten,R.",8/11/2008,8/2/2009,ssRNA(-)
FJ686966.1,Influenza A virus (A/Florida/19/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Florida state,USA,Homo sapiens,,"Garten,R.",31/10/2008,8/2/2009,ssRNA(-)
FJ686967.1,Influenza A virus (A/Hawaii/20/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Hawaii state,USA,Homo sapiens,,"Garten,R.",18/10/2008,8/2/2009,ssRNA(-)
FJ686970.1,Influenza A virus (A/Idaho/23/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Idaho state,USA,Homo sapiens,,"Garten,R.",24/12/2008,8/2/2009,ssRNA(-)
FJ686972.1,Influenza A virus (A/Maryland/04/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Maryland state,USA,Homo sapiens,,"Garten,R.",27/10/2008,8/2/2009,ssRNA(-)
FJ686974.1,Influenza A virus (A/Maryland/05/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Maryland state,USA,Homo sapiens,,"Garten,R.",10/12/2008,8/2/2009,ssRNA(-)
FJ686976.1,Influenza A virus (A/Massachusetts/08/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Massachusetts state,USA,Homo sapiens,,"Garten,R.",17/11/2008,8/2/2009,ssRNA(-)
FJ686978.1,Influenza A virus (A/Tennessee/11/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Tennessee state,USA,Homo sapiens,,"Garten,R.",4/12/2008,8/2/2009,ssRNA(-)
FJ686981.1,Influenza A virus (A/Texas/27/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Texas state,USA,Homo sapiens,,"Garten,R.",23/11/2008,8/2/2009,ssRNA(-)
FJ686982.1,Influenza A virus (A/Washington/08/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Washington state,USA,Homo sapiens,,"Garten,R.",2/11/2008,8/2/2009,ssRNA(-)
FJ686984.1,Influenza A virus (A/Arizona/13/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Arizona state,USA,Homo sapiens,,"Garten,R.",16/11/2008,8/2/2009,ssRNA(-)
FJ686986.1,Influenza A virus (A/Florida/18/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Florida state,USA,Homo sapiens,,"Garten,R.",25/10/2008,8/2/2009,ssRNA(-)
FJ686989.1,Influenza A virus (A/Texas/29/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Texas state,USA,Homo sapiens,,"Garten,R.",2/12/2008,8/2/2009,ssRNA(-)
FJ686990.1,Influenza A virus (A/Minnesota/24/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Minnesota state,USA,Homo sapiens,,"Garten,R.",9/7/2008,8/2/2009,ssRNA(-)
FJ686992.1,Influenza A virus (A/Florida/24/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Florida state,USA,Homo sapiens,,"Garten,R.",2008,8/2/2009,ssRNA(-)
FJ686994.1,Influenza A virus (A/Illinois/16/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Illinois state,USA,Homo sapiens,,"Garten,R.",27/11/2008,8/2/2009,ssRNA(-)
FJ686996.1,Influenza A virus (A/Michigan/05/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Michigan state,USA,Homo sapiens,,"Garten,R.",3/11/2008,8/2/2009,ssRNA(-)
FJ686998.1,Influenza A virus (A/North Dakota/01/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: North Dakota state,USA,Homo sapiens,,"Garten,R.",12/12/2008,8/2/2009,ssRNA(-)
FJ687000.1,Influenza A virus (A/Alaska/05/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Alaska state,USA,Homo sapiens,,"Garten,R.",10/12/2008,8/2/2009,ssRNA(-)
FJ687002.1,Influenza A virus (A/Illinois/17/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Illinois state,USA,Homo sapiens,,"Garten,R.",26/11/2008,8/2/2009,ssRNA(-)
FJ687005.1,Influenza A virus (A/Massachusetts/09/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Massachusetts state,USA,Homo sapiens,,"Garten,R.",23/11/2008,8/2/2009,ssRNA(-)
FJ687007.1,Influenza A virus (A/Minnesota/27/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Minnesota state,USA,Homo sapiens,,"Garten,R.",9/12/2008,8/2/2009,ssRNA(-)
FJ687008.1,Influenza A virus (A/Pennsylvania/08/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Pennsylvania state,USA,Homo sapiens,,"Garten,R.",13/10/2008,8/2/2009,ssRNA(-)
FJ687010.1,Influenza A virus (A/Pennsylvania/09/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Pennsylvania state,USA,Homo sapiens,,"Garten,R.",2/11/2008,8/2/2009,ssRNA(-)
FJ687012.1,Influenza A virus (A/South Carolina/06/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: South Carolina state,USA,Homo sapiens,,"Garten,R.",22/10/2008,8/2/2009,ssRNA(-)
FJ687014.1,Influenza A virus (A/Florida/21/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Florida state,USA,Homo sapiens,,"Garten,R.",3/11/2008,8/2/2009,ssRNA(-)
FJ687016.1,Influenza A virus (A/Hawaii/38/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Hawaii state,USA,Homo sapiens,,"Garten,R.",1/12/2008,8/2/2009,ssRNA(-)
FJ687018.1,Influenza A virus (A/Massachusetts/08/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Massachusetts state,USA,Homo sapiens,,"Garten,R.",17/11/2008,8/2/2009,ssRNA(-)
FJ687020.1,Influenza A virus (A/Michigan/06/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Michigan state,USA,Homo sapiens,,"Garten,R.",29/11/2008,8/2/2009,ssRNA(-)
FJ687021.1,Influenza A virus (A/Pennsylvania/08/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Pennsylvania state,USA,Homo sapiens,,"Garten,R.",13/10/2008,8/2/2009,ssRNA(-)
FJ687023.1,Influenza A virus (A/Delaware/01/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Delaware state,USA,Homo sapiens,,"Garten,R.",30/10/2008,8/2/2009,ssRNA(-)
FJ687026.1,Influenza A virus (A/Illinois/15/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Illinois state,USA,Homo sapiens,,"Garten,R.",20/11/2008,8/2/2009,ssRNA(-)
FJ687027.1,Influenza A virus (A/New Jersey/23/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: New Jersey state,USA,Homo sapiens,,"Garten,R.",22/12/2008,8/2/2009,ssRNA(-)
FJ687029.1,Influenza A virus (A/South Carolina/06/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: South Carolina state,USA,Homo sapiens,,"Garten,R.",22/10/2008,8/2/2009,ssRNA(-)
FJ687032.1,Influenza A virus (A/Wisconsin/16/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1413,partial,USA: Wisconsin state,USA,Homo sapiens,,"Garten,R.",16/11/2008,8/2/2009,ssRNA(-)
FJ743451.1,Influenza A virus (A/Johannesburg/279/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1462,partial,South Africa: Gauteng,South Africa,Homo sapiens,,"Hurt,A.C., Ernest,J., Deng,Y.M., Iannello,P., Besselaar,T.G., Birch,C., Buchy,P., Chittaganpitch,M., Chiu,S.C., Dwyer,D., Guigon,A., Harrower,B., Kei,I.P., Kok,T., Lin,C., McPhie,K., Mohd,A., Olveda,R., Panayotou,T., Rawlinson,W., Scott,L., Smith,D., D'Souza,H., Komadina,N., Shaw,R., Kelso,A., Barr,I.G.",22/7/2008,17/2/2009,ssRNA(-)
FJ743453.1,Influenza A virus (A/Johannesburg/37/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1461,partial,South Africa: Gauteng,South Africa,Homo sapiens,,"Hurt,A.C., Ernest,J., Deng,Y.M., Iannello,P., Besselaar,T.G., Birch,C., Buchy,P., Chittaganpitch,M., Chiu,S.C., Dwyer,D., Guigon,A., Harrower,B., Kei,I.P., Kok,T., Lin,C., McPhie,K., Mohd,A., Olveda,R., Panayotou,T., Rawlinson,W., Scott,L., Smith,D., D'Souza,H., Komadina,N., Shaw,R., Kelso,A., Barr,I.G.",10/6/2008,17/2/2009,ssRNA(-)
FJ743455.1,Influenza A virus (A/Victoria/501/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1459,partial,Australia: Victoria,Australia,Homo sapiens,,"Hurt,A.C., Ernest,J., Deng,Y.M., Iannello,P., Besselaar,T.G., Birch,C., Buchy,P., Chittaganpitch,M., Chiu,S.C., Dwyer,D., Guigon,A., Harrower,B., Kei,I.P., Kok,T., Lin,C., McPhie,K., Mohd,A., Olveda,R., Panayotou,T., Rawlinson,W., Scott,L., Smith,D., D'Souza,H., Komadina,N., Shaw,R., Kelso,A., Barr,I.G.",10/7/2008,17/2/2009,ssRNA(-)
FJ743458.1,Influenza A virus (A/Perth/46/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1453,partial,"Australia: Western Australia, Ballajura",Australia,Homo sapiens,,"Hurt,A.C., Ernest,J., Deng,Y.M., Iannello,P., Besselaar,T.G., Birch,C., Buchy,P., Chittaganpitch,M., Chiu,S.C., Dwyer,D., Guigon,A., Harrower,B., Kei,I.P., Kok,T., Lin,C., McPhie,K., Mohd,A., Olveda,R., Panayotou,T., Rawlinson,W., Scott,L., Smith,D., D'Souza,H., Komadina,N., Shaw,R., Kelso,A., Barr,I.G.",21/8/2008,17/2/2009,ssRNA(-)
FJ743460.1,Influenza A virus (A/Sydney/7/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1461,partial,Australia: New South Wales,Australia,Homo sapiens,,"Hurt,A.C., Ernest,J., Deng,Y.M., Iannello,P., Besselaar,T.G., Birch,C., Buchy,P., Chittaganpitch,M., Chiu,S.C., Dwyer,D., Guigon,A., Harrower,B., Kei,I.P., Kok,T., Lin,C., McPhie,K., Mohd,A., Olveda,R., Panayotou,T., Rawlinson,W., Scott,L., Smith,D., D'Souza,H., Komadina,N., Shaw,R., Kelso,A., Barr,I.G.",16/7/2008,17/2/2009,ssRNA(-)
FJ743461.1,Influenza A virus (A/New Caledonia/6/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1457,partial,New Caledonia,New Caledonia,Homo sapiens,,"Hurt,A.C., Ernest,J., Deng,Y.M., Iannello,P., Besselaar,T.G., Birch,C., Buchy,P., Chittaganpitch,M., Chiu,S.C., Dwyer,D., Guigon,A., Harrower,B., Kei,I.P., Kok,T., Lin,C., McPhie,K., Mohd,A., Olveda,R., Panayotou,T., Rawlinson,W., Scott,L., Smith,D., D'Souza,H., Komadina,N., Shaw,R., Kelso,A., Barr,I.G.",25/8/2008,17/2/2009,ssRNA(-)
FJ743463.1,Influenza A virus (A/Johannesburg/28/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1456,partial,South Africa: Gauteng,South Africa,Homo sapiens,,"Hurt,A.C., Ernest,J., Deng,Y.M., Iannello,P., Besselaar,T.G., Birch,C., Buchy,P., Chittaganpitch,M., Chiu,S.C., Dwyer,D., Guigon,A., Harrower,B., Kei,I.P., Kok,T., Lin,C., McPhie,K., Mohd,A., Olveda,R., Panayotou,T., Rawlinson,W., Scott,L., Smith,D., D'Souza,H., Komadina,N., Shaw,R., Kelso,A., Barr,I.G.",29/5/2008,17/2/2009,ssRNA(-)
FJ743465.1,Influenza A virus (A/South Australia/1/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1457,partial,Australia: South Australia,Australia,Homo sapiens,,"Hurt,A.C., Ernest,J., Deng,Y.M., Iannello,P., Besselaar,T.G., Birch,C., Buchy,P., Chittaganpitch,M., Chiu,S.C., Dwyer,D., Guigon,A., Harrower,B., Kei,I.P., Kok,T., Lin,C., McPhie,K., Mohd,A., Olveda,R., Panayotou,T., Rawlinson,W., Scott,L., Smith,D., D'Souza,H., Komadina,N., Shaw,R., Kelso,A., Barr,I.G.",5/6/2008,17/2/2009,ssRNA(-)
FJ743468.1,Influenza A virus (A/Philippines/1159/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1449,partial,Philippines,Philippines,Homo sapiens,,"Hurt,A.C., Ernest,J., Deng,Y.M., Iannello,P., Besselaar,T.G., Birch,C., Buchy,P., Chittaganpitch,M., Chiu,S.C., Dwyer,D., Guigon,A., Harrower,B., Kei,I.P., Kok,T., Lin,C., McPhie,K., Mohd,A., Olveda,R., Panayotou,T., Rawlinson,W., Scott,L., Smith,D., D'Souza,H., Komadina,N., Shaw,R., Kelso,A., Barr,I.G.",30/6/2008,17/2/2009,ssRNA(-)
FJ743472.1,Influenza A virus (A/Perth/33/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1456,partial,"Australia: Western Australia, Kalgoorlie",Australia,Homo sapiens,,"Hurt,A.C., Ernest,J., Deng,Y.M., Iannello,P., Besselaar,T.G., Birch,C., Buchy,P., Chittaganpitch,M., Chiu,S.C., Dwyer,D., Guigon,A., Harrower,B., Kei,I.P., Kok,T., Lin,C., McPhie,K., Mohd,A., Olveda,R., Panayotou,T., Rawlinson,W., Scott,L., Smith,D., D'Souza,H., Komadina,N., Shaw,R., Kelso,A., Barr,I.G.",16/8/2008,17/2/2009,ssRNA(-)
AB476755.1,Influenza A virus (A/Leiden/10320/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1362,partial,Netherlands,Netherlands,,,"Gooskens,J., Jonges,M., Claas,E.C., Meijer,A., van den Broek,P.J., Kroes,A.M.",11/2/2008,21/2/2009,ssRNA(-)
CY037329.1,Influenza A virus (A/Washington/AF06/2007(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1412,partial,USA: Washington,USA,Homo sapiens,,"Spiro,D., Halpin,R., Boyne,A., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Djuric,K., Sarmiento,M., Sitz,J., Katzel,D., Garner,J., Deja,D., Lopez,C., Messex,N., Headley,V.L., Macias,E., Johns,M., Yamane,G., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",10/1/2008,24/2/2009,ssRNA(-)
CY037337.1,Influenza A virus (A/Japan/AF07/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1418,partial,Japan,Japan,Homo sapiens,,"Spiro,D., Halpin,R., Boyne,A., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Hine,E., Overton,L., Djuric,K., Sarmiento,M., Sitz,J., Katzel,D., Garner,J., Deja,D., Lopez,C., Messex,N., Headley,V.L., Macias,E., Johns,M., Yamane,G., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",25/1/2008,24/2/2009,ssRNA(-)
CY037681.1,Influenza A virus (A/Florida/UR07-0022/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1423,partial,"USA: St. Petersburg, FL",USA,Homo sapiens,,"Spiro,D., Halpin,R., Boyne,A., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Kim,M., Zaborsky,J., Overton,L., Djuric,K., Sarmiento,M., Sitz,J., Katzel,D., Edelman,L., Menegus,M., Mayer,C., Dale,S., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",14/2/2008,24/2/2009,ssRNA(-)
CY037697.1,Influenza A virus (A/Kentucky/UR07-0061/2008(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1421,partial,"USA: Hopkinsville, KY",USA,Homo sapiens,,"Spiro,D., Halpin,R., Boyne,A., Bera,J., Ghedin,E., Hostetler,J., Fedorova,N., Kim,M., Zaborsky,J., Overton,L., Djuric,K., Sarmiento,M., Sitz,J., Katzel,D., Edelman,L., Menegus,M., Mayer,C., Dale,S., Bao,Y., Sanders,R., Dernovoy,D., Kiryutin,B., Lipman,D.J., Tatusova,T.",20/2/2008,24/2/2009,ssRNA(-)
