AccessionID,Lineage,Species,Genotype,Isolate,GenBank_Title,Length,Nuc_Completeness,Geo,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release,Molecule_type
PX454644.1,Dengue virus type 2,Orthoflavivirus denguei,2,MA1551,"Dengue virus type 2 isolate MA1551 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10664,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",19/11/2024,1/2/2026,ssRNA(+)
PX454645.1,Dengue virus type 2,Orthoflavivirus denguei,2,MA1559,"Dengue virus type 2 isolate MA1559 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10666,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",20/11/2024,1/2/2026,ssRNA(+)
PX454646.1,Dengue virus type 2,Orthoflavivirus denguei,2,MA1561,"Dengue virus type 2 isolate MA1561 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10666,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",20/11/2024,1/2/2026,ssRNA(+)
PX454647.1,Dengue virus type 2,Orthoflavivirus denguei,2,MA1563,"Dengue virus type 2 isolate MA1563 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10666,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",21/11/2024,1/2/2026,ssRNA(+)
PX454648.1,Dengue virus type 2,Orthoflavivirus denguei,2,MA1567,"Dengue virus type 2 isolate MA1567 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10665,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",21/11/2024,1/2/2026,ssRNA(+)
PX454649.1,Dengue virus type 2,Orthoflavivirus denguei,2,MA1568,"Dengue virus type 2 isolate MA1568 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10666,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",22/11/2024,1/2/2026,ssRNA(+)
PX454650.1,Dengue virus type 2,Orthoflavivirus denguei,2,MA1572,"Dengue virus type 2 isolate MA1572 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10579,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",22/11/2024,1/2/2026,ssRNA(+)
PX454651.1,Dengue virus type 2,Orthoflavivirus denguei,2,MA1580,"Dengue virus type 2 isolate MA1580 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10666,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",25/11/2024,1/2/2026,ssRNA(+)
PX454652.1,Dengue virus type 2,Orthoflavivirus denguei,2,MA1582,"Dengue virus type 2 isolate MA1582 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10666,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",25/11/2024,1/2/2026,ssRNA(+)
PX454653.1,Dengue virus type 2,Orthoflavivirus denguei,2,MA1593,"Dengue virus type 2 isolate MA1593 polyprotein (POLY) gene, partial cds; and sfRNA1 lncRNA gene, partial sequence",9446,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",28/11/2024,1/2/2026,ssRNA(+)
PX454654.1,Dengue virus type 2,Orthoflavivirus denguei,2,MA1601,"Dengue virus type 2 isolate MA1601 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10666,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",1/12/2024,1/2/2026,ssRNA(+)
PX454655.1,Dengue virus type 2,Orthoflavivirus denguei,2,MA1611,"Dengue virus type 2 isolate MA1611 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10666,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",10/12/2024,1/2/2026,ssRNA(+)
PX454657.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA519,"Dengue virus type 3 isolate MA519 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10649,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",6/11/2023,1/2/2026,ssRNA(+)
PX454658.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA537,"Dengue virus type 3 isolate MA537 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10647,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",6/11/2023,1/2/2026,ssRNA(+)
PX454659.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA626,"Dengue virus type 3 isolate MA626 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10649,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",15/11/2023,1/2/2026,ssRNA(+)
PX454660.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA678,"Dengue virus type 3 isolate MA678 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10648,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",16/11/2023,1/2/2026,ssRNA(+)
PX454661.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA680,"Dengue virus type 3 isolate MA680 polyprotein (POLY) gene, partial cds",10079,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",16/11/2023,1/2/2026,ssRNA(+)
PX454662.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA688,"Dengue virus type 3 isolate MA688 polyprotein (POLY) gene, partial cds",9111,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",17/11/2023,1/2/2026,ssRNA(+)
PX454663.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA742,"Dengue virus type 3 isolate MA742 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10648,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",21/11/2023,1/2/2026,ssRNA(+)
PX454664.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA746,"Dengue virus type 3 isolate MA746 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10648,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",22/11/2023,1/2/2026,ssRNA(+)
PX454665.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA749,"Dengue virus type 3 isolate MA749 polyprotein (POLY) gene, partial cds",10081,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",22/11/2023,1/2/2026,ssRNA(+)
PX454666.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA764,"Dengue virus type 3 isolate MA764 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10648,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",23/11/2023,1/2/2026,ssRNA(+)
PX454667.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA774,"Dengue virus type 3 isolate MA774 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10649,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",24/11/2023,1/2/2026,ssRNA(+)
PX454668.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA791,"Dengue virus type 3 isolate MA791 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10649,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",26/11/2023,1/2/2026,ssRNA(+)
PX454669.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA816,"Dengue virus type 3 isolate MA816 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10648,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",29/11/2023,1/2/2026,ssRNA(+)
PX454670.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA828,"Dengue virus type 3 isolate MA828 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10648,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",29/11/2023,1/2/2026,ssRNA(+)
PX454671.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA901,"Dengue virus type 3 isolate MA901 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10649,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",6/12/2023,1/2/2026,ssRNA(+)
PX454672.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA902,"Dengue virus type 3 isolate MA902 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10648,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",6/12/2023,1/2/2026,ssRNA(+)
PX454673.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA934,"Dengue virus type 3 isolate MA934 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10649,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",8/12/2023,1/2/2026,ssRNA(+)
PX454674.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA938,"Dengue virus type 3 isolate MA938 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10648,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",10/12/2023,1/2/2026,ssRNA(+)
PX454675.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA975,"Dengue virus type 3 isolate MA975 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10648,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",14/12/2023,1/2/2026,ssRNA(+)
PX454676.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA1616,"Dengue virus type 3 isolate MA1616 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10628,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",24/10/2024,1/2/2026,ssRNA(+)
PX454677.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA1618,"Dengue virus type 3 isolate MA1618 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10649,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",11/11/2024,1/2/2026,ssRNA(+)
PX454678.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA1619,"Dengue virus type 3 isolate MA1619 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10649,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",20/11/2024,1/2/2026,ssRNA(+)
PX454679.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA1620,"Dengue virus type 3 isolate MA1620 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10649,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",28/11/2024,1/2/2026,ssRNA(+)
PX454680.1,Dengue virus type 3,Orthoflavivirus denguei,3,MA1621,"Dengue virus type 3 isolate MA1621 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10649,partial,Mali,Mali,Homo sapiens,,"Doumbia,L., Thirion,L., Dubot-Peres,A., Koita,O., Piorkowski,G., Amaral,R., Klitting,R., de Lamballerie,X.",2/12/2024,1/2/2026,ssRNA(+)
PX849491.1,Dengue virus type 3,Orthoflavivirus denguei,3,hDenV3/USA/CA-LACPHL-DA00083/2025,"Dengue virus type 3 isolate hDenV3/USA/CA-LACPHL-DA00083/2025 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10618,partial,USA: California,USA,Homo sapiens,,"Fox,E.B., Garrigues,J.M., Green,N.M.",19/11/2025,14/1/2026,ssRNA(+)
PV440223.1,Dengue virus type 3,Orthoflavivirus denguei,3,PTHuDENV3/113210/INSA2024,"Dengue virus type 3 isolate PTHuDENV3/113210/INSA2024 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10692,partial,Portugal: traveller from Cuba,Portugal,Homo sapiens,blood,"Ze-Ze,L., Laranjinha,J., Borges,V., Graca,A.L., Sobral,D., Santos,J.D., Carvalho,A.C., Faria,N.R., Gomes,J.P., Alves,M.J., Coelho,L.",13/11/2024,8/1/2026,ssRNA(+)
PX447456.1,Dengue virus type 2,Orthoflavivirus denguei,2,BC33_25Sep25_2025-01-08,"Dengue virus type 2 isolate BC33_25Sep25_2025-01-08 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10532,partial,Sri Lanka,Sri Lanka,Homo sapiens,blood,"Malavige,N.",8/1/2025,1/1/2026,ssRNA(+)
PX447457.1,Dengue virus type 2,Orthoflavivirus denguei,2,BC34_25Sep25_2025-01-13,"Dengue virus type 2 isolate BC34_25Sep25_2025-01-13 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10530,partial,Sri Lanka,Sri Lanka,Homo sapiens,blood,"Malavige,N.",13/1/2025,1/1/2026,ssRNA(+)
PX447458.1,Dengue virus type 2,Orthoflavivirus denguei,2,BC35_25Sep25_2025-01-21,"Dengue virus type 2 isolate BC35_25Sep25_2025-01-21 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10531,partial,Sri Lanka,Sri Lanka,Homo sapiens,blood,"Malavige,N.",21/1/2025,1/1/2026,ssRNA(+)
PX447459.1,Dengue virus type 2,Orthoflavivirus denguei,2,BC36_25Sep25_2025-04-08,"Dengue virus type 2 isolate BC36_25Sep25_2025-04-08 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10531,partial,Sri Lanka,Sri Lanka,Homo sapiens,blood,"Malavige,N.",8/4/2025,1/1/2026,ssRNA(+)
PX447460.1,Dengue virus type 2,Orthoflavivirus denguei,2,BC40-2_25Sep25_2025-05-04,"Dengue virus type 2 isolate BC40-2_25Sep25_2025-05-04 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10530,partial,Sri Lanka,Sri Lanka,Homo sapiens,blood,"Malavige,N.",4/5/2025,1/1/2026,ssRNA(+)
PX447461.1,Dengue virus type 2,Orthoflavivirus denguei,2,BC41_25Sep25_2025-05-25,"Dengue virus type 2 isolate BC41_25Sep25_2025-05-25 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10531,partial,Sri Lanka,Sri Lanka,Homo sapiens,blood,"Malavige,N.",25/5/2025,1/1/2026,ssRNA(+)
PX447462.1,Dengue virus type 2,Orthoflavivirus denguei,2,BC44-2_25Sep25_2025-06-17,"Dengue virus type 2 isolate BC44-2_25Sep25_2025-06-17 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10535,partial,Sri Lanka,Sri Lanka,Homo sapiens,blood,"Malavige,N.",17/6/2025,1/1/2026,ssRNA(+)
PX447463.1,Dengue virus type 2,Orthoflavivirus denguei,2,BC51_25Sep25_2025-07-31,"Dengue virus type 2 isolate BC51_25Sep25_2025-07-31 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10531,partial,Sri Lanka,Sri Lanka,Homo sapiens,blood,"Malavige,N.",31/7/2025,1/1/2026,ssRNA(+)
PX447464.1,Dengue virus type 2,Orthoflavivirus denguei,2,BC52_25Sep25_2024-10-02,"Dengue virus type 2 isolate BC52_25Sep25_2024-10-02 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10530,partial,Sri Lanka,Sri Lanka,Homo sapiens,blood,"Malavige,N.",2/10/2024,1/1/2026,ssRNA(+)
PX447465.1,Dengue virus type 2,Orthoflavivirus denguei,2,BC53_25Sep25_2025-01-21,"Dengue virus type 2 isolate BC53_25Sep25_2025-01-21 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10531,partial,Sri Lanka,Sri Lanka,Homo sapiens,blood,"Malavige,N.",21/1/2025,1/1/2026,ssRNA(+)
PX447466.1,Dengue virus type 2,Orthoflavivirus denguei,2,BC48-2_25Sep25_2025-07-15,"Dengue virus type 2 isolate BC48-2_25Sep25_2025-07-15 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10530,partial,Sri Lanka,Sri Lanka,Homo sapiens,blood,"Malavige,N.",15/7/2025,1/1/2026,ssRNA(+)
PV627872.1,Dengue virus type 1,Orthoflavivirus denguei,1,23CNYN1,"Dengue virus type 1 isolate 23CNYN1 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10693,partial,"China: Yunnan,Xishuangbanna",China,Homo sapiens,blood,"Peng,C.",22/9/2023,31/12/2025,ssRNA(+)
PV627873.1,Dengue virus type 1,Orthoflavivirus denguei,1,23CNYN2,"Dengue virus type 1 isolate 23CNYN2 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10693,partial,"China: Yunnan,Xishuangbanna",China,Homo sapiens,blood,"Peng,C.",22/9/2023,31/12/2025,ssRNA(+)
PV627874.1,Dengue virus type 1,Orthoflavivirus denguei,1,23CNYN3,"Dengue virus type 1 isolate 23CNYN3 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10693,partial,"China: Yunnan,Xishuangbanna",China,Homo sapiens,blood,"Peng,C.",22/9/2023,31/12/2025,ssRNA(+)
PV627875.1,Dengue virus type 1,Orthoflavivirus denguei,1,23CNYN4,"Dengue virus type 1 isolate 23CNYN4 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10693,partial,"China: Yunnan,Xishuangbanna",China,Homo sapiens,blood,"Peng,C.",22/9/2023,31/12/2025,ssRNA(+)
PV627876.1,Dengue virus type 1,Orthoflavivirus denguei,1,23CNYN5,"Dengue virus type 1 isolate 23CNYN5 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10693,partial,"China: Yunnan,Xishuangbanna",China,Homo sapiens,blood,"Peng,C.",22/9/2023,31/12/2025,ssRNA(+)
PV627877.1,Dengue virus type 1,Orthoflavivirus denguei,1,23CNYN6,"Dengue virus type 1 isolate 23CNYN6 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10693,partial,"China: Yunnan,Xishuangbanna",China,Homo sapiens,blood,"Peng,C.",22/9/2023,31/12/2025,ssRNA(+)
PV627878.1,Dengue virus type 1,Orthoflavivirus denguei,1,23CNYN7,"Dengue virus type 1 isolate 23CNYN7 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10693,partial,"China: Yunnan,Xishuangbanna",China,Homo sapiens,blood,"Peng,C.",22/9/2023,31/12/2025,ssRNA(+)
PV627879.1,Dengue virus type 1,Orthoflavivirus denguei,1,23CNYN8,"Dengue virus type 1 isolate 23CNYN8 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10693,partial,"China: Yunnan,Xishuangbanna",China,Homo sapiens,blood,"Peng,C.",22/9/2023,31/12/2025,ssRNA(+)
PV627880.1,Dengue virus type 1,Orthoflavivirus denguei,1,23CNYN9,"Dengue virus type 1 isolate 23CNYN9 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10693,partial,"China: Yunnan,Xishuangbanna",China,Homo sapiens,blood,"Peng,C.",22/9/2023,31/12/2025,ssRNA(+)
PV627881.1,Dengue virus type 1,Orthoflavivirus denguei,1,23CNYN10,"Dengue virus type 1 isolate 23CNYN10 polyprotein (POLY) gene, complete cds; and sfRNA1 lncRNA gene, partial sequence",10693,partial,"China: Yunnan,Xishuangbanna",China,Homo sapiens,blood,"Peng,C.",22/9/2023,31/12/2025,ssRNA(+)
PV628991.1,Dengue virus type 2,Orthoflavivirus denguei,2,hDENV2/Costa_Rica/INC-800723/2023,"Dengue virus type 2 isolate hDENV2/Costa_Rica/INC-800723/2023 polyprotein (POLY) gene, partial cds; and sfRNA1 lncRNA gene, partial sequence",10174,partial,Costa Rica,Costa Rica,Homo sapiens,blood,"Gonzalez-Elizondo,M., Soto-Garita,C., Picado-Soto,D., Cordero-Laurent,E., Duarte-Martinez,F., Lourenco,J., Franco,L., Giovanetti,M.",8/7/2023,31/12/2025,ssRNA(+)
PV628992.1,Dengue virus type 2,Orthoflavivirus denguei,2,hDENV2/Costa_Rica/INC-792536/2023,"Dengue virus type 2 isolate hDENV2/Costa_Rica/INC-792536/2023 polyprotein (POLY) gene, partial cds; and sfRNA1 lncRNA gene, partial sequence",10214,partial,Costa Rica,Costa Rica,Homo sapiens,blood,"Gonzalez-Elizondo,M., Soto-Garita,C., Picado-Soto,D., Cordero-Laurent,E., Duarte-Martinez,F., Lourenco,J., Franco,L., Giovanetti,M.",7/5/2023,31/12/2025,ssRNA(+)
PV628993.1,Dengue virus type 2,Orthoflavivirus denguei,2,hDENV2/Costa_Rica/INC-792725/2023,"Dengue virus type 2 isolate hDENV2/Costa_Rica/INC-792725/2023 polyprotein (POLY) gene, partial cds; and sfRNA1 lncRNA gene, partial sequence",10213,partial,Costa Rica,Costa Rica,Homo sapiens,blood,"Gonzalez-Elizondo,M., Soto-Garita,C., Picado-Soto,D., Cordero-Laurent,E., Duarte-Martinez,F., Lourenco,J., Franco,L., Giovanetti,M.",6/5/2023,31/12/2025,ssRNA(+)
PV628994.1,Dengue virus type 2,Orthoflavivirus denguei,2,hDENV2/Costa_Rica/INC-792808/2023,"Dengue virus type 2 isolate hDENV2/Costa_Rica/INC-792808/2023 polyprotein (POLY) gene, partial cds; and sfRNA1 lncRNA gene, partial sequence",10194,partial,Costa Rica,Costa Rica,Homo sapiens,blood,"Gonzalez-Elizondo,M., Soto-Garita,C., Picado-Soto,D., Cordero-Laurent,E., Duarte-Martinez,F., Lourenco,J., Franco,L., Giovanetti,M.",10/5/2023,31/12/2025,ssRNA(+)
